customer_id	cohort_month	lifetime_orders	lifetime_revenue	active_months
16108	2010-03-01	4	2235.92	4
16076	2011-05-01	10	2234.73	7
13662	2010-02-01	11	2233.61	7
18215	2010-03-01	5	2232.49	5
14449	2010-09-01	8	2230.96	7
13365	2011-05-01	2	2225.37	2
14321	2010-08-01	7	2218.06	7
17648	2010-11-01	5	2216.37	4
18177	2009-12-01	9	2216.32	8
13478	2010-01-01	5	2215.78	4
12397	2011-07-01	2	2214.90	2
13455	2009-12-01	6	2212.99	5
13320	2010-08-01	6	2211.60	5
15550	2009-12-01	12	2211.05	9
15476	2010-09-01	4	2209.98	2
14177	2010-02-01	13	2209.69	7
13094	2010-11-01	13	2209.44	11
14834	2010-10-01	7	2206.16	6
14467	2009-12-01	12	2203.24	10
13410	2009-12-01	9	2201.96	9
14006	2010-02-01	7	2196.67	7
15100	2010-01-01	7	2193.90	4
16317	2010-05-01	5	2192.51	5
15934	2010-10-01	2	2190.66	1
14212	2010-09-01	2	2190.14	2
12802	2010-05-01	5	2186.42	5
14597	2010-09-01	6	2184.63	4
15864	2010-11-01	7	2180.76	6
17324	2009-12-01	12	2171.07	9
12856	2011-10-01	6	2170.78	3
17905	2010-01-01	13	2168.37	9
17732	2010-08-01	8	2166.42	5
14595	2010-01-01	8	2164.45	6
15944	2009-12-01	4	2164.24	4
14573	2010-01-01	13	2163.12	7
17460	2010-01-01	16	2157.97	14
16379	2011-09-01	4	2157.40	3
13643	2009-12-01	10	2156.77	9
15426	2010-05-01	9	2156.35	6
16966	2011-04-01	7	2154.97	6
17822	2010-05-01	5	2154.08	2
16600	2009-12-01	13	2153.41	9
13224	2011-07-01	2	2152.95	2
16275	2010-03-01	3	2151.11	3
14216	2010-10-01	5	2150.04	3
16716	2010-03-01	3	2149.68	3
17272	2011-03-01	4	2148.63	3
16520	2010-03-01	6	2148.38	6
16004	2010-01-01	5	2146.39	4
13152	2010-01-01	7	2146.38	7
16134	2010-06-01	5	2145.34	5
18009	2010-02-01	8	2144.23	6
14407	2011-03-01	5	2142.73	4
13092	2010-02-01	12	2140.28	12
17029	2010-02-01	7	2137.30	7
17305	2010-03-01	1	2135.46	1
16493	2010-03-01	7	2132.09	7
18116	2010-10-01	13	2130.89	6
13517	2011-06-01	3	2128.42	3
14634	2010-06-01	4	2124.46	3
16807	2010-03-01	6	2123.88	6
16996	2010-10-01	9	2123.61	7
14472	2010-01-01	9	2118.72	8
14360	2011-09-01	4	2118.03	3
15658	2009-12-01	8	2117.27	8
14691	2011-05-01	5	2114.33	3
16201	2010-10-01	5	2112.12	5
16054	2010-04-01	4	2111.88	4
12997	2010-04-01	8	2110.91	8
14399	2010-02-01	8	2108.21	8
13755	2011-10-01	9	2108.06	3
15252	2010-04-01	5	2103.41	5
14276	2010-02-01	7	2102.68	6
13610	2010-01-01	14	2102.46	13
14499	2010-08-01	7	2101.79	6
15815	2011-03-01	5	2100.60	5
12975	2009-12-01	6	2100.09	3
17159	2010-03-01	5	2099.59	5
17742	2009-12-01	11	2098.48	11
12649	2010-01-01	8	2096.65	6
13753	2009-12-01	4	2094.57	4
13591	2009-12-01	7	2093.94	7
14469	2010-01-01	4	2093.46	4
13265	2011-03-01	5	2092.66	5
15456	2009-12-01	10	2091.52	8
15151	2010-07-01	2	2085.61	2
17705	2010-05-01	11	2083.90	10
12724	2010-06-01	7	2083.52	7
16016	2010-11-01	11	2083.40	7
16934	2010-03-01	6	2083.14	5
14443	2010-11-01	5	2082.97	5
18026	2010-07-01	2	2074.07	1
12684	2011-05-01	6	2073.63	5
17048	2010-01-01	7	2071.68	7
17585	2010-08-01	7	2064.71	6
13748	2009-12-01	9	2064.35	6
16726	2010-10-01	7	2063.88	6
12576	2010-07-01	8	2062.72	8
12586	2009-12-01	4	2062.67	4
16795	2010-01-01	3	2062.41	3
15221	2010-03-01	4	2062.20	4
13476	2010-03-01	5	2061.47	5
18258	2010-05-01	6	2059.67	5
17633	2010-11-01	7	2057.39	4
15253	2010-05-01	8	2055.09	6
14188	2011-02-01	6	2054.36	6
17897	2010-05-01	9	2053.04	6
16176	2010-03-01	4	2052.69	4
16794	2010-03-01	15	2050.68	11
17086	2011-10-01	6	2050.08	3
13874	2010-02-01	7	2049.15	6
16027	2010-01-01	15	2048.36	11
14232	2011-03-01	5	2048.07	5
17666	2010-06-01	5	2047.80	4
13663	2010-03-01	5	2047.51	4
14000	2009-12-01	5	2046.34	5
15473	2010-09-01	8	2046.00	3
12868	2010-11-01	8	2043.76	6
16235	2010-08-01	8	2043.71	8
17289	2010-03-01	9	2041.80	7
14988	2010-04-01	7	2038.65	5
16214	2010-09-01	4	2038.25	4
16331	2010-03-01	6	2037.70	3
13630	2011-02-01	7	2031.78	6
14225	2010-01-01	4	2031.07	4
15272	2010-02-01	6	2030.95	6
15506	2010-08-01	6	2030.33	6
15164	2010-01-01	9	2028.11	9
15384	2010-04-01	4	2027.79	4
12873	2010-01-01	3	2027.30	3
12599	2010-05-01	13	2026.72	11
13989	2010-05-01	5	2026.06	5
14631	2010-08-01	6	2025.69	6
14651	2010-03-01	9	2025.52	8
12501	2011-01-01	1	2025.39	1
12418	2010-03-01	4	2021.20	4
13696	2010-02-01	3	2020.40	3
16221	2010-08-01	9	2018.47	7
16197	2009-12-01	9	2016.71	6
17152	2010-10-01	4	2016.50	3
14623	2010-04-01	10	2012.30	9
13693	2009-12-01	9	2011.82	5
17671	2010-11-01	5	2009.16	5
17126	2010-08-01	9	2008.93	6
13888	2010-05-01	7	2001.59	5
14628	2010-01-01	5	1998.00	5
16698	2011-03-01	2	1998.00	2
15990	2010-02-01	7	1997.75	6
16332	2010-04-01	11	1997.49	9
14152	2010-02-01	7	1997.34	6
15481	2010-11-01	1	1993.34	1
14301	2010-02-01	4	1992.18	4
16065	2010-09-01	8	1992.13	4
13889	2010-01-01	6	1991.23	6
17088	2011-03-01	4	1991.01	4
16960	2010-03-01	8	1988.93	6
16529	2010-06-01	4	1986.80	4
14967	2009-12-01	6	1982.61	4
13725	2011-02-01	8	1980.56	5
17158	2010-03-01	5	1980.00	5
15030	2010-03-01	8	1979.91	6
15795	2010-01-01	8	1979.87	6
17337	2011-02-01	4	1979.61	4
18204	2011-05-01	3	1975.35	3
15531	2011-11-01	2	1972.39	2
17797	2009-12-01	8	1971.87	7
14905	2009-12-01	8	1971.39	8
14477	2010-01-01	7	1969.60	7
14396	2009-12-01	7	1969.38	6
16032	2010-07-01	6	1965.72	3
17351	2009-12-01	12	1964.38	10
17966	2010-01-01	10	1963.92	7
17997	2011-06-01	8	1962.46	3
15789	2010-03-01	6	1962.01	5
16290	2010-05-01	4	1957.70	4
17039	2010-04-01	1	1954.99	1
18016	2010-01-01	7	1954.56	7
14794	2010-08-01	10	1953.90	8
17554	2011-07-01	5	1952.45	5
13761	2010-02-01	6	1952.17	5
13208	2009-12-01	8	1951.82	8
16993	2010-05-01	2	1950.95	2
14014	2010-05-01	3	1948.21	3
15620	2010-10-01	4	1942.36	4
15425	2010-02-01	4	1941.12	4
15478	2010-05-01	3	1940.98	2
16619	2010-02-01	4	1938.33	4
14418	2011-08-01	3	1937.25	3
15561	2010-02-01	8	1934.39	7
16859	2010-03-01	7	1932.41	6
15803	2010-02-01	4	1929.66	3
17236	2010-03-01	12	1929.26	11
13029	2010-07-01	5	1927.30	5
16788	2010-02-01	5	1927.28	5
14492	2010-03-01	7	1921.91	4
16681	2010-03-01	7	1921.84	6
15885	2010-01-01	13	1921.82	10
18220	2009-12-01	6	1921.76	6
14901	2010-07-01	12	1919.00	7
12560	2011-07-01	2	1918.01	2
12842	2009-12-01	4	1917.99	4
14332	2010-10-01	5	1917.41	5
16650	2010-07-01	7	1916.11	5
16555	2010-07-01	6	1915.68	3
12725	2010-05-01	3	1906.76	3
17046	2010-03-01	5	1906.07	4
16942	2011-04-01	9	1904.99	5
14250	2011-09-01	3	1904.05	2
12644	2010-01-01	4	1900.49	4
14127	2010-10-01	6	1900.08	5
14710	2009-12-01	13	1899.79	9
14389	2010-04-01	5	1898.01	5
14730	2011-03-01	8	1897.57	6
17560	2010-02-01	8	1895.80	8
14327	2010-01-01	6	1894.93	6
15248	2010-06-01	3	1893.93	3
13984	2009-12-01	12	1893.80	10
17350	2010-02-01	7	1893.70	5
16631	2010-02-01	7	1892.52	6
13276	2010-03-01	5	1891.91	5
15381	2010-05-01	5	1890.57	5
14912	2010-01-01	6	1889.25	5
16172	2010-07-01	8	1884.55	6
14403	2010-03-01	6	1880.51	6
16660	2010-01-01	7	1879.55	6
18151	2010-03-01	6	1879.44	6
17227	2010-01-01	12	1878.93	12
15197	2009-12-01	6	1877.51	6
13946	2009-12-01	6	1876.23	6
17609	2010-04-01	11	1875.36	8
16426	2011-03-01	10	1863.76	5
14887	2011-09-01	1	1862.00	1
14305	2011-07-01	3	1858.96	3
12687	2010-08-01	1	1858.91	1
14130	2009-12-01	4	1858.77	4
16043	2010-08-01	8	1856.59	7
15081	2010-06-01	12	1854.57	11
16049	2010-07-01	6	1852.15	4
16917	2010-03-01	2	1851.88	2
12674	2011-05-01	4	1844.60	4
18180	2011-07-01	6	1843.75	4
12950	2011-11-01	3	1843.00	2
15201	2010-04-01	7	1842.95	6
12399	2010-03-01	7	1842.30	7
16102	2011-08-01	3	1842.14	3
14224	2010-06-01	9	1841.71	8
12518	2011-08-01	5	1840.89	5
13168	2010-06-01	5	1840.73	5
17919	2010-09-01	2	1840.32	2
15822	2009-12-01	6	1840.06	6
14870	2010-01-01	6	1838.95	5
13924	2011-09-01	6	1838.85	4
17015	2011-06-01	3	1838.61	3
16175	2010-05-01	7	1836.44	7
15402	2010-04-01	6	1830.12	6
16152	2011-03-01	1	1829.04	1
16825	2010-06-01	5	1826.89	5
17244	2009-12-01	5	1826.04	3
14896	2009-12-01	8	1826.00	6
15678	2010-07-01	3	1825.94	3
13884	2010-08-01	10	1825.03	5
17642	2009-12-01	5	1824.49	5
12585	2010-12-01	2	1824.10	2
16169	2011-09-01	4	1822.97	4
14738	2009-12-01	9	1821.90	7
15339	2010-02-01	7	1821.02	6
12582	2010-05-01	4	1820.40	4
14553	2010-07-01	9	1818.60	6
16233	2009-12-01	9	1818.31	9
17787	2010-12-01	4	1817.54	4
15807	2010-02-01	5	1817.52	4
16205	2010-06-01	7	1813.51	6
16880	2010-08-01	8	1813.21	6
14915	2009-12-01	11	1811.25	9
16474	2011-07-01	7	1810.49	5
14893	2010-04-01	3	1809.61	2
14715	2010-01-01	8	1809.55	8
15530	2010-07-01	5	1808.68	5
17888	2009-12-01	25	1807.44	17
15133	2010-07-01	5	1806.90	5
13561	2010-02-01	11	1803.40	9
18161	2010-11-01	6	1803.10	6
16797	2009-12-01	5	1802.02	5
14723	2009-12-01	11	1801.36	8
16249	2011-04-01	5	1800.07	5
18235	2011-05-01	3	1796.48	3
18236	2010-04-01	12	1795.35	10
17165	2009-12-01	6	1794.32	6
14708	2010-09-01	5	1793.22	5
13711	2009-12-01	9	1792.26	6
13375	2010-09-01	2	1792.23	2
18122	2011-07-01	6	1791.84	5
17603	2009-12-01	4	1788.38	4
13782	2009-12-01	13	1786.08	12
15608	2010-10-01	5	1785.98	4
16611	2010-03-01	6	1785.13	5
15452	2010-07-01	6	1785.11	6
15128	2010-10-01	5	1783.68	5
16110	2010-07-01	4	1781.59	4
18214	2010-06-01	4	1780.34	1
15220	2011-03-01	6	1778.96	6
16770	2010-08-01	9	1778.93	8
13503	2010-02-01	5	1778.04	4
12908	2010-03-01	5	1776.00	5
13920	2010-05-01	4	1774.68	4
16124	2009-12-01	4	1772.49	4
15594	2011-04-01	5	1771.78	3
12531	2010-01-01	2	1771.20	2
14850	2010-05-01	7	1770.96	3
14933	2010-09-01	4	1770.00	1
15972	2010-04-01	5	1769.33	4
15736	2010-09-01	2	1767.12	1
13456	2011-05-01	6	1766.72	5
16751	2011-11-01	1	1764.72	1
16692	2010-09-01	4	1764.70	4
13717	2010-08-01	8	1763.30	8
15777	2010-05-01	7	1762.61	6
13648	2009-12-01	8	1759.07	6
16620	2009-12-01	6	1758.93	6
16511	2010-03-01	6	1758.49	6
16266	2010-02-01	14	1757.95	10
16595	2010-01-01	5	1757.75	5
16510	2010-01-01	6	1757.25	5
14522	2010-01-01	8	1748.42	7
16639	2010-10-01	4	1747.98	4
13808	2011-09-01	5	1747.66	3
12610	2011-08-01	4	1747.54	3
17695	2010-01-01	5	1746.04	5
16380	2011-10-01	1	1743.15	1
16348	2010-10-01	8	1742.08	6
15605	2010-01-01	9	1741.95	8
12425	2010-09-01	2	1741.41	2
12704	2011-06-01	8	1740.84	5
16087	2010-01-01	5	1739.92	5
17974	2010-10-01	6	1739.09	5
14584	2010-02-01	8	1738.16	6
17268	2009-12-01	11	1733.89	9
13026	2009-12-01	9	1733.08	9
14400	2010-03-01	3	1732.47	3
12352	2010-11-01	9	1729.54	5
17432	2009-12-01	9	1728.99	6
16891	2009-12-01	11	1727.94	10
14387	2011-08-01	3	1727.60	3
16809	2010-04-01	9	1727.43	9
15730	2010-10-01	5	1726.58	5
14304	2010-05-01	3	1725.01	3
14075	2010-08-01	5	1724.87	5
17190	2010-03-01	7	1724.73	5
13363	2010-10-01	3	1723.86	3
12592	2010-07-01	4	1723.64	3
17451	2011-08-01	7	1721.40	5
16119	2009-12-01	8	1720.81	8
14704	2010-03-01	9	1720.58	7
15267	2011-06-01	5	1717.36	4
13705	2010-03-01	7	1717.19	7
14021	2010-04-01	7	1716.58	7
17135	2010-05-01	10	1716.38	7
17162	2011-02-01	10	1715.46	6
14692	2010-04-01	12	1715.14	10
14741	2010-10-01	7	1713.09	6
18239	2010-10-01	6	1712.26	5
14447	2010-11-01	6	1711.73	5
13665	2010-07-01	3	1711.66	3
16374	2010-04-01	5	1709.55	5
13104	2010-02-01	9	1709.10	9
17731	2010-02-01	6	1708.99	5
15607	2010-01-01	9	1708.97	6
15947	2011-09-01	1	1708.24	1
16902	2011-08-01	1	1706.88	1
13309	2010-11-01	6	1706.37	6
16398	2011-03-01	2	1705.80	2
14859	2010-06-01	5	1705.64	4
12762	2011-11-01	2	1702.52	2
15326	2009-12-01	5	1700.52	4
16768	2009-12-01	9	1698.57	9
12932	2010-02-01	8	1698.56	5
17813	2011-09-01	5	1698.07	3
17694	2010-05-01	3	1695.97	3
16899	2010-11-01	8	1695.77	7
16010	2010-10-01	11	1694.86	4
17750	2011-06-01	9	1694.16	7
12764	2011-01-01	1	1693.88	1
14245	2011-03-01	2	1693.45	2
16671	2011-06-01	3	1692.27	2
13838	2010-05-01	10	1690.07	5
13294	2010-03-01	3	1689.53	3
16725	2009-12-01	13	1686.81	7
13516	2010-10-01	4	1685.26	4
13566	2010-03-01	5	1684.75	5
15911	2009-12-01	8	1683.79	4
15976	2010-06-01	6	1680.31	6
14643	2009-12-01	5	1679.89	5
15551	2010-06-01	7	1679.81	5
13800	2009-12-01	3	1679.56	3
12870	2010-03-01	3	1676.95	3
14831	2009-12-01	3	1676.57	2
13149	2011-02-01	4	1676.06	4
17656	2011-08-01	5	1674.69	2
13587	2010-02-01	4	1673.50	3
13308	2010-04-01	4	1670.37	4
13417	2010-02-01	6	1669.49	5
17534	2010-02-01	5	1668.83	5
12385	2010-11-01	1	1668.40	1
13184	2011-02-01	10	1667.95	6
13434	2010-02-01	5	1666.86	4
13064	2010-04-01	6	1666.84	6
15192	2010-01-01	5	1666.39	5
17321	2010-05-01	6	1665.21	5
16329	2009-12-01	4	1664.92	4
12694	2010-10-01	3	1663.35	3
12912	2011-10-01	5	1662.30	3
15214	2011-04-01	8	1661.44	6
15649	2010-11-01	4	1660.35	3
14583	2010-03-01	8	1660.29	7
12348	2010-09-01	5	1658.40	5
18276	2009-12-01	6	1656.52	6
17041	2010-04-01	6	1655.20	5
16625	2010-06-01	5	1654.03	5
16813	2011-05-01	10	1652.18	7
12911	2010-06-01	1	1651.72	1
16634	2010-01-01	6	1649.81	6
12528	2011-01-01	6	1645.48	6
14420	2010-01-01	4	1639.17	4
18096	2010-07-01	6	1638.16	4
12933	2009-12-01	8	1636.63	6
17006	2010-03-01	8	1635.27	6
15310	2010-08-01	1	1634.64	1
18062	2010-04-01	6	1632.67	6
14164	2011-09-01	2	1631.77	1
18136	2010-09-01	5	1631.36	5
14904	2010-10-01	4	1630.49	3
17571	2010-06-01	5	1629.66	5
16256	2010-04-01	3	1629.37	3
13554	2010-09-01	7	1629.35	3
12383	2010-12-01	5	1628.56	5
15167	2010-02-01	5	1627.62	4
14759	2011-04-01	3	1625.97	3
13154	2009-12-01	3	1624.84	3
15172	2011-04-01	5	1624.05	5
14937	2011-08-01	3	1621.88	2
12813	2010-01-01	3	1621.80	3
15422	2010-02-01	7	1619.97	5
16224	2010-11-01	5	1616.54	4
14336	2011-03-01	4	1614.91	3
12577	2009-12-01	8	1613.15	5
15013	2010-01-01	10	1610.82	8
16860	2010-02-01	3	1610.62	3
13900	2010-03-01	6	1610.59	6
17814	2010-10-01	2	1609.37	2
12847	2010-11-01	2	1609.00	2
13249	2010-01-01	9	1608.93	8
14920	2010-05-01	3	1607.17	2
12947	2010-12-01	6	1603.99	5
17515	2010-06-01	9	1602.51	9
15325	2010-02-01	8	1601.46	6
14885	2010-08-01	3	1598.12	3
12514	2010-03-01	2	1597.76	2
15134	2010-10-01	10	1596.29	9
17853	2009-12-01	3	1596.29	3
13850	2011-08-01	1	1595.48	1
13239	2010-07-01	5	1594.69	4
16801	2011-03-01	4	1594.23	3
17028	2009-12-01	3	1593.83	3
15289	2010-03-01	5	1593.09	5
17540	2010-04-01	6	1590.60	6
16092	2010-05-01	6	1587.94	5
17345	2009-12-01	10	1586.63	7
13156	2010-02-01	3	1586.54	2
16096	2010-03-01	4	1584.97	4
13740	2009-12-01	5	1582.77	5
14719	2011-04-01	5	1581.84	5
15279	2010-02-01	5	1580.54	5
13202	2009-12-01	7	1580.30	7
14587	2011-01-01	9	1580.29	7
14178	2011-06-01	7	1580.26	6
13752	2010-06-01	7	1579.83	6
12607	2011-10-01	1	1579.51	1
17649	2010-08-01	3	1578.89	2
17867	2009-12-01	15	1577.05	11
13186	2011-08-01	3	1575.89	3
13337	2010-06-01	1	1575.26	1
14489	2010-04-01	4	1574.93	4
16099	2010-03-01	7	1573.20	7
17886	2010-04-01	6	1572.55	6
14136	2009-12-01	5	1570.81	5
12549	2010-01-01	5	1570.68	2
14198	2010-01-01	9	1569.73	9
13539	2010-04-01	7	1569.36	7
17624	2009-12-01	4	1568.63	4
16774	2010-02-01	8	1567.48	8
17222	2010-01-01	6	1563.61	5
12494	2010-05-01	9	1563.27	8
17235	2010-06-01	8	1562.98	6
13939	2010-04-01	7	1560.96	6
15466	2009-12-01	4	1560.46	4
16394	2011-02-01	5	1555.34	5
14236	2010-07-01	5	1555.34	5
18149	2010-03-01	7	1553.96	7
13360	2010-01-01	4	1553.65	3
15074	2010-08-01	3	1553.13	3
13377	2010-03-01	2	1552.88	2
17851	2009-12-01	6	1552.35	4
14078	2010-03-01	9	1551.82	9
12775	2010-10-01	7	1551.12	7
14987	2009-12-01	8	1550.65	4
14186	2010-03-01	5	1550.63	5
16366	2009-12-01	4	1548.13	4
17454	2010-01-01	10	1547.94	10
14754	2010-01-01	6	1547.93	6
17323	2010-01-01	12	1547.64	11
16790	2011-11-01	6	1545.62	2
16017	2010-01-01	5	1545.58	4
18036	2009-12-01	11	1545.49	9
15732	2010-02-01	10	1543.97	6
16915	2010-05-01	11	1543.18	11
13783	2010-02-01	4	1542.09	4
12778	2010-04-01	9	1541.68	8
13310	2010-11-01	5	1541.20	4
16461	2010-03-01	3	1539.83	3
15987	2010-11-01	8	1535.99	6
15798	2010-01-01	3	1535.37	3
17837	2011-06-01	8	1535.33	4
14695	2009-12-01	3	1534.22	2
18252	2009-12-01	7	1533.69	6
16491	2010-10-01	2	1533.16	2
14567	2011-08-01	2	1530.36	2
15701	2011-08-01	4	1529.00	4
17990	2009-12-01	6	1527.61	5
15149	2010-02-01	4	1524.61	3
12926	2009-12-01	4	1523.59	3
16244	2010-12-01	2	1522.75	2
15587	2010-08-01	7	1522.08	7
16066	2011-08-01	5	1521.04	3
14055	2009-12-01	3	1520.96	3
14264	2010-04-01	6	1517.36	6
14068	2010-01-01	4	1516.72	4
14267	2011-03-01	3	1516.24	2
13791	2011-06-01	2	1516.00	2
14220	2010-05-01	4	1515.00	3
14682	2010-02-01	6	1514.81	6
17764	2009-12-01	5	1513.57	5
17610	2009-12-01	5	1511.94	4
17977	2010-11-01	2	1511.45	2
12369	2010-03-01	3	1511.15	3
12784	2010-06-01	2	1511.15	2
16037	2010-03-01	5	1509.34	5
15948	2010-10-01	3	1509.09	3
16910	2011-09-01	8	1508.96	4
13158	2010-11-01	5	1508.18	5
12507	2010-05-01	4	1508.06	3
15261	2010-10-01	4	1508.00	3
17179	2010-05-01	6	1507.26	6
12407	2011-03-01	5	1507.12	4
18022	2010-06-01	5	1506.62	4
15110	2010-08-01	6	1505.85	6
16450	2010-02-01	3	1505.73	3
12458	2010-08-01	4	1502.49	4
15590	2010-04-01	5	1496.60	4
16340	2010-06-01	3	1496.24	3
15173	2010-04-01	7	1494.60	5
14894	2009-12-01	3	1492.81	3
16239	2010-09-01	6	1492.20	5
16314	2010-08-01	3	1491.40	3
18268	2009-12-01	6	1490.23	5
13042	2009-12-01	3	1488.59	3
14609	2010-02-01	10	1486.20	10
16654	2010-04-01	8	1484.07	8
16714	2010-02-01	3	1482.33	2
15630	2010-03-01	3	1481.40	3
15101	2010-04-01	6	1477.94	5
12381	2011-08-01	3	1474.81	3
14246	2011-04-01	3	1474.06	3
16907	2010-07-01	9	1470.89	9
12379	2010-06-01	4	1470.22	4
17590	2011-10-01	3	1466.77	3
13500	2010-11-01	4	1466.30	3
16419	2010-02-01	8	1463.70	6
12882	2011-11-01	2	1463.04	1
16586	2010-03-01	3	1462.78	3
16835	2010-05-01	6	1456.66	6
14829	2010-09-01	7	1455.87	5
15071	2010-05-01	4	1455.56	4
13240	2010-02-01	8	1455.39	7
18196	2010-03-01	4	1455.27	4
16569	2009-12-01	5	1455.23	5
13649	2010-06-01	6	1453.68	6
12970	2009-12-01	10	1452.54	4
17259	2010-02-01	6	1452.39	5
13165	2010-10-01	3	1451.16	3
13361	2010-04-01	2	1450.50	2
14657	2010-09-01	6	1450.19	6
16121	2010-05-01	5	1450.04	4
15876	2010-09-01	2	1449.14	2
15076	2010-07-01	3	1447.74	3
17582	2010-03-01	5	1446.95	5
13583	2010-01-01	2	1445.03	2
17073	2011-08-01	4	1444.84	4
15636	2010-05-01	4	1444.58	4
17175	2011-02-01	4	1443.69	4
17734	2010-03-01	6	1442.32	6
18106	2010-01-01	6	1441.06	4
18066	2010-10-01	3	1440.40	3
13543	2010-01-01	2	1439.61	2
16088	2010-04-01	2	1437.43	2
12398	2011-10-01	1	1435.66	1
16140	2010-09-01	3	1433.46	3
12389	2010-02-01	3	1433.33	3
17941	2010-01-01	4	1433.28	4
13531	2009-12-01	6	1433.07	5
13475	2011-02-01	4	1431.78	4
15427	2011-10-01	3	1430.54	2
15468	2010-11-01	3	1430.48	2
14684	2010-11-01	6	1430.03	6
13159	2011-08-01	4	1429.35	3
12669	2011-03-01	2	1427.73	2
17290	2009-12-01	8	1427.48	7
12657	2011-09-01	4	1427.18	3
14412	2010-10-01	3	1426.19	3
17411	2009-12-01	5	1425.38	5
13278	2010-04-01	4	1425.35	4
18221	2010-11-01	6	1424.94	6
16980	2010-10-01	3	1422.83	3
17438	2010-03-01	5	1422.77	4
14071	2011-03-01	8	1422.75	4
15106	2011-03-01	5	1422.52	5
16463	2011-05-01	4	1422.40	3
14019	2011-07-01	3	1421.61	3
15799	2010-10-01	4	1421.34	4
16173	2011-09-01	6	1418.32	3
17856	2011-03-01	4	1418.03	3
15223	2009-12-01	5	1417.95	4
12693	2010-07-01	7	1415.02	7
16245	2011-03-01	3	1413.66	3
17496	2010-01-01	4	1412.89	4
15237	2011-04-01	4	1412.32	4
16848	2010-10-01	4	1411.62	3
15444	2011-10-01	2	1411.21	2
17714	2010-07-01	5	1410.18	4
16906	2010-05-01	7	1410.07	6
17545	2010-05-01	6	1409.86	3
16854	2010-03-01	2	1408.96	2
13049	2010-11-01	4	1408.24	3
15889	2009-12-01	8	1407.05	6
15652	2010-08-01	5	1405.94	4
14909	2010-02-01	3	1404.68	3
18189	2010-03-01	3	1403.73	3
15186	2010-01-01	5	1403.20	5
14687	2010-06-01	3	1402.06	3
13259	2010-01-01	9	1398.79	6
18202	2011-02-01	3	1396.99	2
16129	2010-07-01	3	1396.05	2
15322	2010-08-01	2	1390.86	2
12405	2011-07-01	1	1390.39	1
15141	2010-03-01	7	1388.47	5
12952	2011-09-01	4	1387.79	3
13382	2009-12-01	5	1387.58	4
15996	2010-11-01	7	1386.40	7
16167	2009-12-01	5	1386.12	4
18167	2011-08-01	3	1384.86	2
12809	2010-03-01	3	1384.34	3
13572	2011-05-01	1	1384.25	1
14116	2011-08-01	5	1382.74	4
16389	2011-03-01	4	1382.07	4
14861	2009-12-01	10	1380.73	8
15751	2009-12-01	11	1380.44	6
13821	2010-01-01	6	1379.08	4
17878	2010-11-01	3	1378.93	2
13074	2009-12-01	4	1378.74	4
12886	2011-05-01	2	1378.40	2
16727	2010-01-01	4	1377.77	4
14853	2010-04-01	5	1376.87	5
14662	2009-12-01	7	1376.43	7
15580	2010-02-01	8	1375.39	7
13579	2010-02-01	5	1374.34	5
14265	2010-04-01	4	1373.35	4
14434	2011-09-01	6	1372.80	3
15453	2011-06-01	7	1371.77	6
12695	2010-02-01	7	1371.12	7
14538	2010-01-01	5	1370.84	4
13155	2010-08-01	6	1370.48	6
14316	2010-03-01	5	1370.34	4
16300	2010-02-01	3	1367.32	3
13035	2010-10-01	3	1364.20	3
14577	2009-12-01	7	1364.15	7
14114	2010-04-01	7	1364.09	7
13760	2010-04-01	5	1363.64	5
16588	2010-05-01	4	1361.28	4
13396	2011-01-01	2	1360.99	2
16384	2010-04-01	4	1358.95	4
17150	2009-12-01	6	1357.95	5
17429	2010-10-01	5	1357.46	5
12875	2010-01-01	5	1356.99	5
17054	2011-04-01	5	1356.33	4
15116	2011-05-01	4	1352.75	4
16079	2011-10-01	3	1352.00	2
16367	2010-11-01	3	1350.48	3
17025	2010-03-01	5	1349.67	4
14847	2010-05-01	3	1348.95	3
15411	2011-06-01	4	1348.93	4
12646	2011-10-01	2	1346.97	2
14320	2010-01-01	5	1346.75	5
13639	2010-09-01	2	1346.27	2
15398	2011-09-01	2	1345.53	2
14550	2010-08-01	4	1345.06	4
16669	2011-09-01	2	1344.48	2
15154	2010-08-01	3	1343.72	2
14618	2010-06-01	7	1342.32	5
18085	2010-03-01	4	1341.85	4
13743	2011-03-01	7	1341.60	6
17499	2010-05-01	2	1341.39	2
17951	2010-10-01	4	1340.58	3
13803	2010-03-01	3	1338.91	3
13506	2010-09-01	5	1338.08	5
13220	2010-05-01	5	1336.09	5
12919	2011-06-01	6	1335.19	5
17033	2010-11-01	4	1332.79	4
17932	2011-05-01	3	1331.57	3
14899	2010-11-01	1	1331.38	1
16295	2011-10-01	4	1328.55	2
14712	2010-10-01	4	1328.07	4
13232	2011-04-01	7	1327.75	5
15146	2011-02-01	2	1327.16	2
14956	2010-10-01	1	1325.00	1
12960	2010-02-01	4	1322.07	4
14591	2011-05-01	4	1320.21	2
14921	2011-05-01	2	1316.07	2
14511	2011-07-01	5	1314.81	4
14973	2011-04-01	3	1314.45	3
16296	2009-12-01	4	1313.67	3
13282	2010-10-01	4	1313.19	4
16756	2010-03-01	7	1312.37	7
12987	2010-01-01	5	1312.21	5
17027	2009-12-01	9	1310.63	8
13855	2009-12-01	4	1310.34	3
13328	2011-01-01	1	1308.48	1
